tenant_id,full_name,email,phone,city,property_type,preferred_language,tenant_age,lease_start_date,lease_end_date,lease_duration_months,days_to_expiry,years_at_property,monthly_rent,rent_increase_pct,market_rent_ratio,nearby_vacancy_rate,late_payments,missed_payments,avg_days_late,payment_consistency,maintenance_requests,unresolved_issues,avg_resolution_days,engagement_score,satisfaction_score,complaints_filed,response_rate,portal_logins_last_30d,communication_score,sentiment_score,will_not_renew
T04424,Ahana  Salvi,ishaanborra@example.net,01802791716,Bangalore,3BHK,Tamil,22,2022-01-23,2022-07-22,6,-710,2.4,12675,13.0,1.034,0.15,1,0,3.0,0.967,0,0,6.9,0.95,8.5,1,0.887,5,0.98,0.566,0
T04425,Arhaan Aurora,keya90@example.com,5199879321,Hyderabad,Studio,Kannada,52,2021-03-18,2022-03-13,12,-841,3.3,11516,12.0,0.78,0.063,8,6,16.6,0.512,5,2,3.3,0.448,7.5,1,0.802,4,0.859,0.411,0
T04426,Jivika Manda,dgandhi@example.org,+918685943604,Kolkata,Villa,Hindi,37,2022-06-15,2022-12-12,6,-567,2.0,27596,11.1,0.914,0.025,2,0,6.5,0.92,0,0,4.2,0.857,9.3,0,1.0,5,0.888,0.991,0
T04427,Anahi Kamdar,vedika79@example.org,7002826953,Bangalore,3BHK,Hindi,31,2022-03-30,2022-09-26,6,-644,2.3,50464,10.7,1.313,0.063,8,2,11.5,0.571,2,0,16.2,0.602,4.9,0,0.726,5,0.759,0.017,0
T04428,Jhanvi Aggarwal,raunak05@example.com,07104469604,Pune,Studio,English,57,2022-02-25,2024-02-15,24,-137,2.3,27877,4.9,1.372,0.131,6,5,17.6,0.448,2,1,13.6,0.641,8.0,0,0.903,4,1.0,0.622,0
T04429,Jayan Deep,anayawarrior@example.com,+918463621936,Bangalore,Commercial,English,65,2023-05-29,2025-05-18,24,321,1.1,31236,0.6,1.329,0.184,1,0,14.0,0.929,3,1,4.8,1.0,7.3,0,1.0,8,0.617,0.706,0
T04430,Aaina Salvi,yuvraj-18@example.com,07327410439,Hyderabad,Apartment,Kannada,44,2021-08-19,2023-08-09,24,-327,2.9,67229,13.8,1.182,0.18,2,4,23.7,0.714,2,1,6.1,0.715,6.2,2,0.782,6,0.798,0.31,0
T04431,Siya Sengupta,himmatsolanki@example.net,00661235417,Bangalore,Studio,Tamil,34,2022-03-03,2022-08-30,6,-671,2.3,11844,5.8,0.708,0.133,5,5,16.7,0.483,2,1,14.0,0.713,7.1,0,0.805,7,1.0,-0.148,0
T04432,Purab Chokshi,nchandra@example.net,+910761325509,Bangalore,3BHK,English,46,2022-06-16,2024-06-05,24,-26,2.0,47521,3.2,0.9,0.098,2,8,28.5,0.28,3,3,17.5,0.481,5.1,6,0.683,3,0.48,-0.71,1
T04433,Lakshay Roy,ythaker@example.net,+913741429352,Kolkata,3BHK,Hindi,29,2021-12-24,2022-06-22,6,-740,2.5,14866,4.4,0.893,0.052,3,0,5.3,0.903,0,0,7.0,0.897,8.1,0,0.894,7,0.712,-0.035,0
T04434,Tanya Virk,hdar@example.org,02816181900,Pune,2BHK,Tamil,31,2021-08-07,2023-07-28,24,-339,2.9,45216,14.0,0.916,0.154,9,2,13.5,0.639,4,1,10.5,0.661,8.5,5,0.87,2,0.717,-0.101,1
T04435,Eshani Bera,arnav54@example.net,3309978738,Kolkata,Villa,English,59,2021-11-30,2023-11-20,24,-224,2.6,23004,6.4,1.042,0.119,2,7,20.1,0.5,4,2,3.9,0.578,6.1,2,0.703,3,0.934,-0.093,1
T04436,Inaaya  Hayer,kabirbandi@example.net,0644647999,Kolkata,Studio,English,31,2022-06-17,2022-12-14,6,-565,2.0,29402,11.5,0.824,0.048,4,6,20.4,0.36,3,0,7.0,0.018,5.5,2,0.657,0,0.455,-0.067,1
T04437,Arhaan Bhat,renee48@example.net,+912377224908,Mumbai,Studio,Kannada,53,2022-03-04,2024-02-22,24,-130,2.3,57097,7.5,1.39,0.076,2,10,24.4,0.241,3,2,12.9,0.237,4.6,1,0.691,2,0.69,-0.049,1
T04438,Rhea Dass,nirvaan47@example.com,9023560282,Mumbai,Apartment,English,37,2023-02-07,2024-02-02,12,-150,1.4,44513,11.5,0.884,0.103,3,0,8.0,0.833,1,1,4.7,1.0,8.1,0,0.819,6,0.916,1.0,0
T04439,Ojas Ravel,qganesh@example.net,8363756070,Bangalore,2BHK,Telugu,40,2021-11-21,2022-05-20,6,-773,2.6,54096,12.0,1.286,0.05,1,0,4.0,0.969,0,0,2.4,1.0,9.7,0,0.836,5,1.0,1.0,0
T04440,Arhaan Kade,pkrishna@example.org,+910633636824,Mumbai,Apartment,English,57,2022-07-11,2024-06-30,24,-1,2.0,73053,10.3,0.97,0.041,0,0,0.0,1.0,1,0,13.8,0.919,9.5,0,1.0,7,0.918,0.912,0
T04441,Nishith Mahal,manjarimadan@example.org,8983103516,Bangalore,2BHK,Telugu,42,2022-01-27,2022-07-26,6,-706,2.4,63457,14.1,0.939,0.155,3,5,17.6,0.567,2,2,15.8,0.324,4.0,1,0.645,7,0.737,-0.121,1
T04442,Miraya Kade,tailoryuvraj@example.net,09375053577,Hyderabad,Studio,Telugu,45,2022-01-13,2022-07-12,6,-720,2.5,20305,0.7,1.012,0.165,6,5,16.9,0.484,3,0,15.6,0.582,5.4,0,0.757,3,0.587,0.067,0
T04443,Priyansh Bali,tarini61@example.com,+912557332090,Delhi,3BHK,Kannada,46,2021-08-14,2022-02-10,6,-872,2.9,65807,7.6,1.105,0.157,5,7,18.3,0.472,3,1,6.8,0.223,5.4,2,0.764,3,0.775,0.036,1
T04444,Aaryahi Savant,pbasak@example.com,09884373488,Pune,2BHK,Tamil,58,2021-10-03,2022-09-28,12,-642,2.7,34339,11.5,1.382,0.11,5,0,6.8,0.853,0,0,6.1,0.69,10.0,0,1.0,5,1.0,0.655,0
T04445,Shlok Barad,pdada@example.com,+919066867593,Chennai,3BHK,Telugu,40,2022-01-06,2022-07-05,6,-727,2.5,48790,4.6,0.706,0.165,1,0,1.0,0.968,0,0,3.7,0.988,9.2,0,0.933,14,1.0,0.663,0
T04446,Amira Sani,kiara54@example.com,02658304208,Chennai,Villa,Telugu,56,2022-01-15,2023-01-10,12,-538,2.5,30681,12.0,1.343,0.095,6,3,16.1,0.6,4,2,6.3,0.099,6.5,1,0.666,3,0.5,0.202,1
T04447,Nitya Shan,borahsaksham@example.org,+912740440642,Mumbai,2BHK,English,38,2021-11-24,2023-11-14,24,-230,2.6,24752,4.8,1.38,0.062,5,7,22.2,0.406,4,0,8.1,0.155,6.8,2,0.902,0,0.406,0.014,1
T04448,Divyansh Garg,sethsaksham@example.com,+916906878868,Chennai,Villa,English,64,2022-05-07,2023-05-02,12,-426,2.2,34615,12.3,1.067,0.17,4,8,20.6,0.259,3,1,15.6,0.284,5.8,0,0.559,9,0.6,0.642,1
T04449,Yuvaan Chowdhury,sbajaj@example.net,06534100625,Mumbai,Commercial,English,50,2022-11-09,2023-05-08,6,-420,1.6,73411,7.1,1.079,0.115,2,0,6.5,0.905,0,0,10.8,1.0,8.5,1,1.0,8,0.881,0.648,0
T04450,Advik Jayaraman,ramaelakshi@example.com,5763559379,Bangalore,Commercial,Tamil,52,2023-05-23,2024-05-17,12,-45,1.1,42512,0.4,1.074,0.117,4,6,19.7,0.0,8,2,5.6,0.225,3.6,3,0.545,1,0.632,-0.738,1
T04451,Shanaya Jayaraman,darshit97@example.org,+918958533975,Chennai,Villa,Telugu,42,2023-05-02,2025-04-21,24,294,1.2,79841,3.5,1.225,0.11,0,0,0.0,1.0,2,1,3.3,1.0,7.5,0,0.839,3,1.0,1.0,0
T04452,Pari Guha,anika27@example.net,+913637183606,Pune,2BHK,Tamil,55,2023-04-22,2024-04-16,12,-76,1.2,73956,10.8,1.217,0.085,2,6,27.2,0.067,2,1,8.2,0.313,4.5,0,0.748,2,0.676,-0.104,1
T04453,Vritika Choudhry,geraadvik@example.net,+910518347808,Bangalore,Studio,Hindi,27,2022-03-22,2022-09-18,6,-652,2.3,55580,4.7,1.238,0.046,5,0,9.4,0.821,1,0,13.5,0.921,8.4,0,1.0,5,0.761,0.693,0
T04454,Hansh Kari,devansh83@example.net,+911211967469,Delhi,Studio,Telugu,62,2023-03-26,2024-03-20,12,-103,1.3,62477,7.2,0.807,0.077,2,5,19.6,0.25,4,1,14.6,0.089,6.5,3,0.505,1,0.49,0.009,1
T04455,Raghav Ray,miraankaur@example.org,+917551081223,Hyderabad,Apartment,Telugu,51,2021-05-27,2022-05-22,12,-771,3.1,57383,3.1,0.859,0.092,5,18,27.9,0.0,2,1,17.0,0.0,2.3,4,0.54,0,0.694,-0.487,1
T04456,Arnav Choudhury,guhanishith@example.org,5643200816,Bangalore,3BHK,English,65,2022-07-06,2023-07-01,12,-366,2.0,59063,1.5,0.79,0.198,5,6,18.2,0.32,1,1,16.8,0.55,7.7,2,0.728,4,0.722,-0.156,1
T04457,Dhanuk Raju,mahika31@example.com,+912010094741,Hyderabad,2BHK,English,48,2022-11-24,2023-05-23,6,-405,1.6,58585,1.8,0.995,0.179,2,0,11.0,0.9,1,0,6.5,0.91,9.6,1,0.772,5,0.793,0.648,0
T04458,Anahita Mahajan,sairalall@example.net,2945651655,Kolkata,Studio,Hindi,43,2021-08-10,2022-02-06,6,-876,2.9,56604,10.8,1.37,0.051,6,8,21.1,0.389,4,0,14.2,0.353,5.3,0,0.787,7,0.549,-0.175,1
T04459,Inaaya  Ravi,nehmatsule@example.org,7043179501,Hyderabad,Studio,Telugu,55,2021-09-08,2022-09-03,12,-667,2.8,20469,10.9,1.311,0.055,10,15,21.4,0.0,3,1,9.4,0.0,3.9,0,0.549,0,0.461,-0.586,1
T04460,Trisha Ranganathan,golevihaan@example.com,01414565580,Chennai,Villa,English,35,2021-06-27,2023-06-17,24,-380,3.0,62310,6.3,1.117,0.145,0,0,0.0,1.0,1,1,8.6,1.0,9.8,0,1.0,9,1.0,0.903,0
T04461,Tarini Wable,zsem@example.org,6570690053,Pune,Apartment,Telugu,23,2022-07-12,2023-07-07,12,-360,2.0,75357,10.7,1.234,0.076,2,14,25.9,0.0,8,2,6.8,0.037,3.1,5,0.47,0,0.836,-0.988,1
T04462,Myra Rastogi,galayuvaan@example.org,2793584883,Bangalore,Commercial,Kannada,24,2021-08-22,2023-08-12,24,-324,2.9,10133,2.1,1.184,0.179,0,0,0.0,1.0,1,1,5.1,1.0,10.0,0,1.0,9,1.0,1.0,0
T04463,Jhanvi Raj,mahajanvanya@example.net,06004914986,Bangalore,Apartment,English,40,2023-04-10,2023-10-07,6,-268,1.2,59285,9.1,0.821,0.168,0,0,0.0,1.0,0,0,6.1,0.979,7.9,0,1.0,8,0.938,0.927,0
T04464,Hazel Sarkar,jdube@example.com,8483479440,Pune,Villa,English,52,2021-12-05,2022-11-30,12,-579,2.6,29151,3.6,1.293,0.156,1,0,8.0,0.969,2,0,4.8,0.713,9.2,1,0.711,4,0.639,0.693,0
T04465,Arnav Saini,kashvi48@example.org,+911809570343,Mumbai,3BHK,English,54,2023-04-13,2025-04-02,24,275,1.2,64949,4.4,1.386,0.191,5,4,20.6,0.133,2,0,15.1,0.485,8.2,0,0.757,2,0.784,-0.077,0
T04466,Zaina Chander,shlokhalder@example.org,+917579241066,Mumbai,Studio,Telugu,36,2022-10-16,2024-10-05,24,96,1.7,39984,12.3,1.023,0.171,1,0,3.0,0.952,0,0,7.1,0.782,8.4,1,0.983,5,0.958,0.545,0
T04467,Mahika Sangha,nakulhegde@example.net,+914736215166,Kolkata,3BHK,English,63,2022-09-14,2023-03-13,6,-476,1.8,41708,5.8,0.871,0.159,4,9,26.2,0.0,6,3,9.8,0.047,3.6,1,0.344,2,0.409,-0.674,1
T04468,Abram Lata,zchoudhry@example.org,01971162485,Bangalore,Studio,English,63,2021-01-18,2021-07-17,6,-1080,3.5,55138,13.1,1.256,0.126,4,7,21.8,0.581,3,1,7.5,0.182,5.3,1,0.676,4,0.766,-0.288,1
T04469,Charvi Sankaran,sairasangha@example.org,+914836111334,Pune,Commercial,Kannada,43,2022-09-22,2024-09-11,24,72,1.8,64988,4.0,0.795,0.177,0,0,0.0,1.0,3,1,8.0,0.982,7.3,0,0.836,7,0.647,0.528,0
T04470,Romil Bhandari,subramanianindrajit@example.com,3923500524,Delhi,Apartment,English,52,2022-01-30,2024-01-20,24,-163,2.4,53398,6.4,0.961,0.152,4,3,19.1,0.667,2,2,7.7,0.291,5.6,0,0.743,3,0.667,0.068,0
T04471,Tarini Rau,karatiya@example.com,02411665468,Delhi,Apartment,Kannada,48,2022-05-06,2023-05-01,12,-427,2.2,41794,8.9,1.077,0.129,2,9,24.4,0.259,3,1,16.6,0.26,3.7,0,0.612,3,0.508,-0.249,1
T04472,Nishith Dhar,sureshheer@example.com,05430804695,Chennai,Studio,Telugu,25,2021-11-21,2022-05-20,6,-773,2.6,9425,3.7,1.183,0.027,6,7,22.2,0.375,4,0,5.5,0.514,5.9,2,0.67,3,0.634,0.118,1
T04473,Shamik Anne,roydishani@example.org,8216873059,Mumbai,Apartment,Kannada,55,2022-03-24,2022-09-20,6,-650,2.3,56456,2.6,1.387,0.073,5,0,6.4,0.821,3,2,9.9,0.933,6.5,1,0.728,5,0.863,0.852,0
T04474,Tara Bala,tripathitara@example.org,01637608260,Bangalore,2BHK,Telugu,62,2021-06-13,2021-12-10,6,-934,3.1,61286,2.8,1.056,0.138,5,4,21.1,0.658,3,1,7.9,0.629,6.8,1,0.851,3,0.543,0.09,1
T04475,Sumer Khurana,boraojas@example.com,4806662582,Chennai,3BHK,Kannada,22,2023-05-13,2023-11-09,6,-235,1.1,58136,14.7,0.709,0.173,1,3,23.5,0.5,0,0,16.2,0.532,6.4,1,0.83,1,0.868,0.198,0
T04476,Jiya Jayaraman,salvihrishita@example.com,+915776514979,Chennai,Apartment,Kannada,27,2022-02-05,2023-01-31,12,-517,2.4,56413,14.0,0.966,0.14,3,0,12.0,0.9,2,1,3.8,0.656,8.4,5,0.783,6,0.681,0.047,0
T04477,Abram Dash,kiaradua@example.net,6055583056,Delhi,2BHK,Tamil,30,2022-11-11,2024-10-31,24,122,1.6,28928,1.6,1.215,0.167,3,2,14.0,0.65,3,1,7.6,0.641,6.1,1,0.749,5,0.714,0.291,0
T04478,Rania Deep,uthkarshbansal@example.net,03689806873,Mumbai,Apartment,English,58,2022-09-03,2023-03-02,6,-487,1.8,20506,7.9,0.804,0.175,3,6,26.0,0.348,5,2,7.6,0.295,4.8,5,0.694,5,0.775,-0.059,1
T04479,Shray Kara,zcherian@example.net,+912061929262,Pune,3BHK,English,44,2022-03-28,2023-03-23,12,-466,2.3,35667,1.6,1.223,0.059,3,0,8.3,0.893,1,0,11.2,0.772,7.5,0,0.87,4,0.998,0.694,0
T04480,Kiara Kunda,inaaya-jha@example.com,06956498030,Hyderabad,Villa,English,48,2021-12-06,2022-12-01,12,-578,2.6,79179,14.5,1.003,0.079,7,7,18.6,0.344,1,0,9.7,0.364,5.0,1,0.699,5,0.844,0.212,1
T04481,Kaira Kaur,vidurbehl@example.com,01906582336,Bangalore,Villa,Kannada,52,2022-08-18,2023-02-14,6,-503,1.9,58618,7.0,0.787,0.111,3,0,5.7,0.87,4,1,4.1,0.875,7.1,0,0.923,7,0.822,0.638,0
T04482,Jivin Tripathi,jsarraf@example.net,05592903216,Mumbai,2BHK,Telugu,41,2021-04-23,2023-04-13,24,-445,3.2,28846,12.3,0.764,0.181,6,5,15.9,0.59,3,2,5.5,0.858,8.0,2,0.704,6,0.966,0.378,0
T04483,Saira Johal,rajcharvi@example.com,6649632625,Delhi,Villa,English,40,2021-09-03,2022-03-02,6,-852,2.8,57044,1.1,1.351,0.14,3,14,30.1,0.114,3,2,16.9,0.517,6.8,2,0.605,3,0.727,-0.368,1
T04484,Nitara Dixit,armaan00@example.net,06948411873,Chennai,Commercial,English,58,2021-11-05,2022-10-31,12,-609,2.7,42534,5.6,0.861,0.168,7,10,21.1,0.182,3,2,8.7,0.0,4.5,1,0.389,0,0.351,-1.0,1
T04485,Lakshay Chaudhry,mishasavant@example.org,+913447482094,Mumbai,Villa,Hindi,54,2022-07-05,2023-06-30,12,-367,2.0,19537,12.0,0.946,0.092,3,0,3.7,0.88,2,0,5.8,0.794,7.1,0,1.0,5,1.0,0.525,0
T04486,Tiya Walla,fyohannan@example.org,9286674852,Bangalore,Studio,Tamil,52,2021-04-14,2023-04-04,24,-454,3.2,58743,14.3,0.744,0.128,4,0,6.5,0.9,2,0,5.6,0.929,9.0,0,0.999,8,0.781,0.915,0
T04487,Myra Rama,anahimangat@example.com,08822740427,Delhi,Commercial,Telugu,59,2021-09-21,2022-09-16,12,-654,2.8,13578,1.6,0.832,0.086,8,0,9.6,0.765,1,0,7.9,0.557,9.0,0,0.75,7,0.71,0.092,0
T04488,Ryan Ravi,neelofar62@example.org,06341898535,Chennai,Apartment,Kannada,58,2021-06-12,2023-06-02,24,-395,3.1,40916,10.2,0.805,0.115,6,6,19.4,0.526,2,0,13.3,0.717,7.0,1,0.912,1,0.869,0.248,1
T04489,Raghav Agarwal,shahrati@example.org,00628320934,Delhi,2BHK,Hindi,35,2021-12-28,2022-06-26,6,-736,2.5,42115,2.5,1.182,0.091,1,0,2.0,0.968,0,0,7.8,1.0,7.8,0,0.978,5,0.797,0.974,0
T04490,Yashvi Rege,azad58@example.net,03958369969,Chennai,Commercial,Tamil,45,2021-05-04,2023-04-24,24,-434,3.2,24783,10.0,0.728,0.061,2,0,3.5,0.949,0,0,13.4,0.756,9.4,0,0.997,9,0.988,1.0,0
T04491,Sara Johal,uthkarsh86@example.com,+913859125155,Bangalore,Commercial,Hindi,51,2022-06-03,2023-05-29,12,-399,2.1,37158,12.5,0.882,0.181,4,6,21.9,0.385,3,2,16.2,0.595,6.5,3,0.777,6,0.734,0.197,1
T04492,Yakshit Chakraborty,raniathakkar@example.net,6040595528,Mumbai,Commercial,Tamil,60,2021-11-08,2022-05-07,6,-786,2.6,78904,0.5,1.064,0.041,5,9,25.1,0.303,3,1,11.9,0.377,3.0,3,0.725,0,0.484,-0.678,1
T04493,Purab Joshi,vardaniya90@example.net,+917630537012,Chennai,2BHK,Tamil,41,2021-04-20,2021-10-17,6,-988,3.2,12220,6.3,0.887,0.14,7,8,17.5,0.41,3,1,17.2,0.073,5.5,1,0.555,4,0.553,-0.498,1
T04494,Misha Chandran,kdoshi@example.org,+910559393669,Chennai,2BHK,Telugu,26,2021-06-30,2022-06-25,12,-737,3.0,70770,8.0,0.829,0.195,4,17,27.4,0.0,5,1,8.9,0.0,3.5,2,0.472,0,0.522,-0.389,1
T04495,Khushi Tailor,indranil26@example.net,+912015610192,Mumbai,Commercial,English,39,2021-12-20,2023-12-10,24,-204,2.5,49656,12.4,1.096,0.086,0,0,0.0,1.0,0,0,10.8,0.921,9.5,0,1.0,3,0.905,0.982,0
T04496,Samar Konda,jvenkatesh@example.org,5228674334,Mumbai,Commercial,Kannada,54,2023-03-16,2024-03-10,12,-113,1.3,27281,9.0,0.973,0.138,2,5,18.7,0.25,5,3,7.4,0.205,3.6,2,0.595,3,0.398,-0.341,1
T04497,Nakul Sem,madhav76@example.org,+911829720500,Delhi,Villa,English,56,2021-03-31,2023-03-21,24,-468,3.3,42859,9.7,1.14,0.036,5,0,6.6,0.875,3,0,5.1,0.742,9.1,3,0.962,10,0.687,-0.154,0
T04498,Ojas Ravi,sethimahika@example.com,+919353280624,Delhi,Apartment,Kannada,59,2023-03-20,2024-03-14,12,-109,1.3,39440,0.4,1.309,0.09,3,2,15.8,0.562,1,1,16.0,0.54,4.7,0,0.736,6,0.929,-0.082,1
T04499,Ahana  Devan,bajajromil@example.com,+912010490768,Hyderabad,Apartment,English,65,2022-06-19,2024-06-08,24,-23,2.0,14064,2.0,1.39,0.082,3,2,17.2,0.72,1,0,13.4,0.706,7.3,0,0.774,6,0.989,-0.072,0
T04500,Neelofar Singh,kumaryasmin@example.com,+910251047497,Mumbai,Commercial,English,29,2021-09-15,2022-03-14,6,-840,2.8,42166,2.0,0.952,0.171,7,8,20.9,0.343,4,2,7.5,0.581,5.1,0,0.697,3,0.682,0.449,0
T04501,Dharmajan Saran,tanya24@example.com,+919820534807,Hyderabad,Villa,English,33,2023-01-10,2024-12-30,24,182,1.5,26968,0.6,0.851,0.197,1,0,5.0,0.944,1,1,13.8,0.894,10.0,0,0.957,7,0.797,1.0,0
T04502,Pranay Ramaswamy,qdalia@example.org,01103766059,Hyderabad,2BHK,Telugu,40,2022-07-25,2024-07-14,24,13,1.9,10461,14.6,0.75,0.151,5,8,22.3,0.125,4,3,16.8,0.032,4.8,0,0.47,5,0.429,-0.511,1
T04503,Indrans Ravel,vivaan03@example.org,+911561159788,Kolkata,Apartment,Kannada,26,2021-02-02,2021-08-01,6,-1065,3.4,29543,7.8,1.344,0.073,8,5,12.1,0.571,4,0,10.8,0.458,6.1,2,0.65,5,0.764,-0.292,0
T04504,Aaryahi Grover,tsur@example.com,6097791993,Kolkata,Villa,English,54,2023-02-11,2024-02-06,12,-146,1.4,16911,0.8,1.156,0.086,1,0,1.0,0.941,3,0,5.5,0.775,8.5,1,0.932,7,0.846,0.779,0
T04505,Emir Zachariah,rgandhi@example.net,0037581221,Pune,3BHK,Tamil,58,2022-10-25,2024-10-14,24,105,1.7,21214,4.5,1.392,0.068,1,3,23.0,0.667,1,1,11.2,0.644,7.0,1,0.905,7,0.587,0.397,1
T04506,Jayesh Char,elakshimane@example.net,03130879479,Hyderabad,2BHK,Tamil,23,2022-05-06,2022-11-02,6,-607,2.2,24463,8.2,0.941,0.167,3,0,7.0,0.889,0,0,11.5,0.874,8.9,0,1.0,3,1.0,0.979,0
T04507,Ahana  Agarwal,kavya00@example.net,08555932357,Mumbai,2BHK,Tamil,65,2023-01-05,2024-12-25,24,177,1.5,12997,0.6,0.954,0.165,2,0,8.0,0.895,2,1,9.8,0.946,10.0,0,0.862,11,0.818,0.822,0
T04508,Suhana Raval,shalv24@example.net,0468798302,Kolkata,3BHK,Hindi,55,2022-10-31,2023-10-26,12,-249,1.7,23308,12.4,0.741,0.181,5,0,7.4,0.762,0,0,15.0,0.923,7.8,1,0.825,3,0.786,0.597,0
T04509,Ira Seth,fsubramaniam@example.org,+917630304092,Hyderabad,Studio,Hindi,64,2022-10-30,2024-10-19,24,110,1.7,61990,14.0,0.845,0.046,4,7,21.5,0.143,4,2,8.9,0.185,1.4,3,0.46,0,0.717,-0.933,1
T04510,Heer Ray,xsom@example.com,+916693643551,Mumbai,Apartment,Telugu,49,2023-04-19,2023-10-16,6,-259,1.2,77067,7.0,1.389,0.088,1,1,15.5,0.8,1,0,3.9,0.334,7.4,1,0.757,4,0.667,0.353,0
T04511,Mehul Khanna,thakuranay@example.net,+912999112324,Mumbai,Villa,Hindi,54,2023-05-04,2025-04-23,24,296,1.2,76073,0.1,1.197,0.024,2,0,9.0,0.867,1,0,5.6,1.0,8.5,2,0.927,1,0.731,0.168,0
T04512,Lakshay Sha,borariya@example.org,6260852550,Chennai,Commercial,Tamil,61,2021-11-17,2022-05-16,6,-777,2.6,18773,0.9,0.957,0.161,5,9,24.8,0.281,2,1,10.7,0.391,3.2,0,0.613,2,0.658,-0.24,1
T04513,Advik Jhaveri,vaibhavtata@example.com,7914227639,Kolkata,Studio,Tamil,50,2022-11-24,2023-11-19,12,-225,1.6,67009,14.6,0.937,0.177,5,5,22.7,0.25,3,2,6.6,0.0,3.4,2,0.401,1,0.615,-0.306,1
T04514,Uthkarsh Sandhu,sankaranjayesh@example.net,05398473774,Delhi,Apartment,Hindi,61,2021-12-04,2022-06-02,6,-760,2.6,12884,1.7,0.764,0.184,8,6,13.9,0.375,1,1,15.8,0.522,7.9,3,0.823,1,0.675,-0.519,1
T04515,Hunar Sundaram,bakshiarhaan@example.net,05652351304,Pune,2BHK,Hindi,48,2022-03-08,2024-02-26,24,-126,2.3,46686,1.9,1.217,0.073,7,0,7.6,0.759,0,0,12.1,0.631,9.1,0,0.722,3,1.0,0.557,0
T04516,Ritvik Vora,parisaha@example.net,0213726860,Hyderabad,Apartment,Hindi,57,2022-10-03,2023-09-28,12,-277,1.7,31552,3.1,0.735,0.032,3,7,25.1,0.227,5,1,6.4,0.0,3.4,3,0.605,0,0.479,-0.553,1
T04517,Kartik Yohannan,jchaudry@example.com,09477713916,Chennai,Villa,English,61,2021-08-05,2023-07-26,24,-341,2.9,65791,7.7,0.814,0.182,4,4,19.8,0.667,2,1,11.5,0.466,9.3,3,0.744,4,0.607,0.273,1
T04518,Umang Gara,xhari@example.com,8780173643,Hyderabad,Villa,Hindi,60,2021-07-06,2022-07-01,12,-731,3.0,77035,0.1,1.27,0.182,2,0,6.0,0.946,1,1,2.4,0.975,10.0,0,1.0,3,1.0,1.0,0
T04519,Mishti Lal,mchakrabarti@example.net,7368712650,Pune,Apartment,Tamil,53,2022-12-22,2023-12-17,12,-197,1.5,71635,5.3,0.743,0.168,3,2,14.2,0.632,5,2,12.9,0.407,6.4,2,0.839,2,0.682,0.191,1
T04520,Anvi Acharya,nbutala@example.net,05895609024,Delhi,3BHK,English,61,2021-05-05,2022-04-30,12,-793,3.2,28566,10.0,1.159,0.164,5,0,9.6,0.872,2,1,8.0,0.725,7.4,1,0.93,7,0.798,0.291,0
T04521,Anya Chanda,veersathe@example.com,06287161853,Hyderabad,3BHK,Kannada,27,2023-04-29,2024-04-23,12,-69,1.2,35084,3.3,0.968,0.053,1,7,31.0,0.0,2,2,11.5,0.094,3.0,2,0.529,1,0.33,-0.962,1
T04522,Rhea Arya,nirvi66@example.net,07800588630,Delhi,Apartment,Kannada,56,2021-06-02,2022-05-28,12,-765,3.1,41032,14.2,1.313,0.098,6,13,21.9,0.158,6,3,12.2,0.0,3.8,4,0.524,0,0.222,-1.0,1
T04523,Shamik Johal,riaandhillon@example.net,7545449875,Delhi,3BHK,Telugu,38,2022-10-13,2023-04-11,6,-447,1.7,67216,6.4,1.355,0.12,2,0,2.5,0.905,0,0,2.1,0.972,9.6,1,0.921,7,1.0,1.0,0
T04524,Heer Agrawal,sara22@example.org,+915449891627,Mumbai,Commercial,Hindi,65,2021-09-05,2023-08-26,24,-310,2.8,28129,0.2,1.22,0.105,5,11,24.6,0.229,4,1,7.3,0.167,2.9,2,0.555,1,0.712,-0.686,1
T04525,Alisha Uppal,zain14@example.org,07423428092,Mumbai,Villa,Telugu,31,2022-02-11,2024-02-01,24,-151,2.4,28891,7.4,1.136,0.032,3,4,20.7,0.633,3,1,9.8,0.554,6.4,2,0.614,3,0.697,0.704,0
T04526,Shaan Sundaram,nayantaradevan@example.com,+912893532835,Bangalore,Studio,Kannada,60,2021-12-28,2022-12-23,12,-556,2.5,30227,6.8,0.923,0.083,2,15,25.4,0.0,8,3,15.6,0.207,2.4,1,0.456,0,0.644,-0.749,1
T04527,Aayush Bhatnagar,tiyasuresh@example.com,01081393097,Kolkata,Apartment,Tamil,53,2021-07-01,2023-06-21,24,-376,3.0,21780,5.4,1.171,0.189,0,0,0.0,1.0,1,0,13.0,0.901,7.0,2,0.91,4,0.931,0.541,0
T04528,Tara Loyal,dkeer@example.com,+914476305420,Bangalore,Apartment,Hindi,22,2022-08-22,2023-08-17,12,-319,1.9,27886,3.6,0.842,0.054,2,8,24.2,0.217,0,0,15.2,0.191,4.1,1,0.574,6,0.636,-0.145,1
T04529,Akarsh Kashyap,nkarnik@example.net,09334209081,Pune,Villa,English,49,2021-12-06,2023-11-26,24,-218,2.6,44683,0.6,0.827,0.095,3,4,22.1,0.656,4,1,4.5,0.315,5.8,0,0.732,2,0.92,0.233,0
